opportunity_id,account_id,product_id,sales_agent,deal_stage,engage_date,close_date,deal_value
D360,A1072,P200,Agent_17,Closed Won,2023-07-21,2024-02-10,19931
D361,A1025,P204,Agent_18,Qualification,2023-08-19,2023-02-10,49262
D362,A1046,P200,Agent_11,Closed Won,2023-08-11,2023-07-05,29587
D363,A1055,P206,Agent_23,Proposal,2023-07-27,2023-02-16,38040
D364,A1062,P206,Agent_4,Qualification,2023-09-22,2023-03-21,50543
D365,A1047,P200,Agent_23,Qualification,2023-12-06,2023-06-25,31573
D366,A1060,P204,Agent_26,Qualification,2023-01-26,2023-11-16,62262
D367,A1080,P201,Agent_29,Negotiation,2023-01-18,2023-03-07,6688
D368,A1025,P202,Agent_14,Qualification,2023-02-17,2023-09-10,36803
D369,A1035,P202,Agent_33,Closed Lost,2023-01-01,2023-08-29,21154
D370,A1000,P200,Agent_26,Proposal,2023-02-03,2024-01-21,28998
D371,A1007,P204,Agent_19,Closed Lost,2023-04-14,2024-02-03,10786
D372,A1051,P206,Agent_31,Prospecting,2023-01-20,2023-11-02,64059
D373,A1078,P203,Agent_3,Qualification,2023-05-01,2023-12-09,30777
D374,A1046,P201,Agent_4,Prospecting,2023-05-16,2023-03-25,73381
D375,A1055,P200,Agent_7,Qualification,2023-08-15,2023-08-06,60290
D376,A1013,P202,Agent_21,Closed Won,2023-10-22,2023-08-19,32139
D377,A1027,P206,Agent_6,Prospecting,2023-05-15,2023-04-03,54030
D378,A1077,P205,Agent_21,Proposal,2023-12-23,2023-09-03,28581
D379,A1001,P205,Agent_29,Prospecting,2023-09-21,2024-02-03,32993
D380,A1025,P204,Agent_15,Proposal,2023-12-30,2023-03-24,47048
D381,A1013,P204,Agent_14,Closed Won,2023-02-28,2023-06-12,17923
D382,A1058,P200,Agent_4,Negotiation,2023-10-22,2023-07-20,18084
D383,A1055,P203,Agent_2,Negotiation,2023-05-08,2023-11-23,27567
D384,A1006,P202,Agent_22,Qualification,2023-10-11,2023-12-17,24481
D385,A1002,P200,Agent_9,Closed Lost,2023-04-21,2024-02-03,16422
D386,A1022,P203,Agent_4,Negotiation,2023-09-28,2023-06-09,72260
D387,A1017,P206,Agent_22,Proposal,2023-07-02,2023-08-31,73164
D388,A1037,P204,Agent_14,Proposal,2024-01-01,2023-09-11,60296
D389,A1014,P205,Agent_17,Closed Lost,2023-12-25,2024-01-10,32875
D390,A1063,P201,Agent_24,Proposal,2023-07-01,2023-05-06,22734
D391,A1027,P206,Agent_7,Negotiation,2023-12-28,2023-09-12,71155
D392,A1073,P205,Agent_30,Proposal,2023-09-18,2023-07-25,56700
D393,A1038,P202,Agent_20,Qualification,2023-07-26,2024-01-14,18786
D394,A1056,P202,Agent_1,Negotiation,2023-12-03,2023-08-09,59395
D395,A1016,P205,Agent_21,Negotiation,2023-02-02,2023-03-22,70171
D396,A1043,P206,Agent_7,Proposal,2023-07-15,2023-09-24,69763
D397,A1024,P205,Agent_22,Negotiation,2023-04-25,2023-04-28,65922
D398,A1016,P203,Agent_31,Qualification,2023-02-27,2023-04-28,40301
D399,A1012,P200,Agent_7,Closed Won,2023-02-20,2023-07-02,65998
D400,A1083,P204,Agent_3,Closed Lost,2023-02-25,2023-12-26,64724
D401,A1024,P203,Agent_29,Closed Won,2023-08-08,2023-03-28,63976
D402,A1067,P201,Agent_18,Qualification,2023-06-13,2023-04-02,26735
D403,A1009,P205,Agent_22,Proposal,2023-02-22,2023-12-26,25509
D404,A1066,P201,Agent_17,Closed Won,2023-12-13,2024-01-15,74804
D405,A1017,P201,Agent_28,Proposal,2023-01-04,2023-12-20,40607
D406,A1033,P203,Agent_22,Proposal,2023-12-28,2024-01-31,49507
D407,A1007,P204,Agent_32,Closed Lost,2023-05-29,2024-02-14,57540
D408,A1039,P206,Agent_17,Proposal,2023-06-15,2023-10-03,45944
D409,A1082,P202,Agent_32,Proposal,2023-06-06,2023-09-21,44308
D410,A1041,P200,Agent_6,Prospecting,2023-02-14,2023-11-02,17412
D411,A1040,P202,Agent_27,Prospecting,2023-05-24,2023-05-06,61399
D412,A1005,P204,Agent_0,Prospecting,2023-02-14,2023-05-09,32150
D413,A1051,P202,Agent_33,Closed Lost,2023-11-14,2024-02-05,63763
D414,A1025,P205,Agent_18,Proposal,2023-03-05,2023-02-13,36832
D415,A1063,P205,Agent_30,Proposal,2023-06-09,2023-09-16,71562
D416,A1058,P203,Agent_12,Closed Won,2023-04-07,2023-10-23,74128
D417,A1055,P201,Agent_23,Negotiation,2023-06-30,2023-04-30,71523
D418,A1058,P204,Agent_4,Negotiation,2023-11-12,2023-07-10,12238
D419,A1069,P204,Agent_22,Qualification,2023-07-22,2023-12-05,65930
D420,A1032,P202,Agent_18,Closed Won,2023-03-20,2023-04-02,10650
D421,A1052,P203,Agent_0,Prospecting,2023-04-25,2023-05-25,42264
D422,A1021,P202,Agent_32,Prospecting,2023-02-22,2023-03-04,54588
D423,A1020,P202,Agent_32,Qualification,2023-10-09,2023-01-31,22807
D424,A1069,P204,Agent_31,Qualification,2023-03-30,2023-07-02,30712
D425,A1069,P202,Agent_27,Qualification,2023-03-05,2023-09-05,67915
D426,A1003,P201,Agent_11,Negotiation,2023-11-19,2023-07-06,59826
D427,A1074,P202,Agent_8,Qualification,2023-10-07,2023-09-04,32865
D428,A1061,P201,Agent_10,Negotiation,2023-06-17,2023-11-08,6145
D429,A1061,P204,Agent_32,Prospecting,2023-09-27,2023-03-01,60651
D430,A1023,P203,Agent_18,Prospecting,2023-01-03,2023-05-18,11242
D431,A1054,P205,Agent_33,Proposal,2023-11-30,2024-02-13,18832
D432,A1008,P201,Agent_6,Closed Lost,2023-01-04,2023-05-12,69005
D433,A1002,P203,Agent_30,Closed Won,2023-12-02,2023-05-03,64328
D434,A1030,P203,Agent_1,Closed Lost,2023-11-29,2023-07-11,52852
D435,A1039,P201,Agent_18,Negotiation,2023-12-01,2023-12-08,6992
D436,A1035,P204,Agent_31,Negotiation,2023-12-02,2023-10-02,41890
D437,A1023,P200,Agent_9,Negotiation,2023-01-19,2023-09-15,34394
D438,A1005,P203,Agent_7,Negotiation,2023-02-21,2023-03-20,54957
D439,A1065,P203,Agent_25,Prospecting,2023-03-15,2024-02-13,70353
D440,A1083,P204,Agent_29,Proposal,2023-02-27,2024-01-23,28880
D441,A1074,P204,Agent_10,Qualification,2023-11-24,2023-05-18,33975
D442,A1003,P202,Agent_19,Proposal,2023-08-27,2023-03-28,66616
D443,A1078,P204,Agent_19,Proposal,2023-01-24,2023-06-18,9010
D444,A1005,P203,Agent_8,Prospecting,2023-01-11,2023-03-15,58510
D445,A1050,P201,Agent_7,Qualification,2023-09-28,2023-05-02,41088
D446,A1061,P200,Agent_14,Prospecting,2023-01-12,2024-01-01,45596
D447,A1056,P206,Agent_33,Closed Lost,2023-04-20,2023-11-04,45653
D448,A1065,P202,Agent_23,Prospecting,2023-09-06,2023-10-10,37155
D449,A1078,P206,Agent_32,Qualification,2023-11-03,2023-05-04,11349
D450,A1074,P201,Agent_26,Closed Won,2023-12-15,2023-02-08,28347
D451,A1007,P200,Agent_20,Proposal,2023-03-04,2023-02-22,73598
D452,A1025,P200,Agent_4,Prospecting,2023-05-30,2023-09-16,74388
D453,A1050,P200,Agent_34,Qualification,2023-05-02,2023-07-25,67241
D454,A1044,P205,Agent_20,Prospecting,2023-12-12,2023-05-26,59142
D455,A1043,P201,Agent_3,Qualification,2023-08-05,2023-07-07,18160
D456,A1004,P202,Agent_15,Prospecting,2023-11-11,2023-10-08,70923
D457,A1069,P202,Agent_30,Proposal,2023-10-30,2023-10-09,51891
D458,A1025,P200,Agent_25,Closed Won,2023-10-15,2023-12-24,20758
D459,A1067,P201,Agent_34,Proposal,2023-11-16,2023-04-04,7003
D460,A1018,P205,Agent_5,Negotiation,2023-06-20,2023-06-26,30607
D461,A1083,P200,Agent_32,Qualification,2023-05-29,2023-11-29,43513
D462,A1019,P204,Agent_20,Qualification,2023-12-07,2023-02-22,74083
D463,A1011,P206,Agent_15,Closed Won,2023-12-03,2023-04-06,66781
D464,A1046,P202,Agent_33,Prospecting,2023-11-05,2023-10-21,30672
D465,A1000,P206,Agent_14,Closed Won,2023-09-23,2023-12-12,46819
D466,A1013,P203,Agent_5,Proposal,2023-07-07,2023-09-30,70837
D467,A1063,P200,Agent_1,Closed Won,2023-05-05,2023-12-15,36603
D468,A1037,P204,Agent_23,Qualification,2023-06-27,2023-10-15,63265
D469,A1036,P202,Agent_27,Qualification,2023-09-15,2023-08-28,45478
D470,A1010,P206,Agent_0,Closed Won,2023-07-20,2023-08-21,12496
D471,A1076,P205,Agent_0,Closed Won,2023-04-08,2023-08-08,33357
D472,A1002,P201,Agent_27,Qualification,2023-11-17,2023-10-27,51252
D473,A1032,P202,Agent_19,Closed Lost,2023-02-20,2023-05-18,36212
D474,A1005,P206,Agent_7,Prospecting,2023-01-13,2024-01-22,10887
D475,A1049,P201,Agent_0,Prospecting,2023-01-09,2023-02-05,39856
D476,A1009,P206,Agent_25,Proposal,2023-07-16,2023-05-10,11040
D477,A1004,P201,Agent_24,Negotiation,2023-07-25,2023-08-02,18440
D478,A1022,P205,Agent_9,Closed Lost,2023-09-11,2023-11-21,33371
D479,A1009,P205,Agent_11,Proposal,2023-06-19,2023-10-06,24724
D480,A1043,P200,Agent_6,Prospecting,2023-05-19,2023-07-08,72879
D481,A1001,P200,Agent_11,Negotiation,2023-02-10,2023-04-05,12188
D482,A1012,P202,Agent_16,Qualification,2023-08-23,2023-02-28,64580
D483,A1039,P205,Agent_4,Proposal,2023-08-03,2024-02-23,50216
D484,A1001,P204,Agent_13,Proposal,2023-01-16,2023-02-23,27044
D485,A1083,P206,Agent_33,Prospecting,2023-08-30,2024-02-07,15620
D486,A1064,P206,Agent_16,Proposal,2023-05-05,2023-08-26,25723
D487,A1062,P206,Agent_34,Proposal,2023-12-09,2023-09-01,46142
D488,A1072,P202,Agent_0,Negotiation,2023-11-29,2023-05-23,46503
D489,A1016,P206,Agent_14,Negotiation,2023-04-08,2024-02-13,35243
D490,A1008,P203,Agent_18,Qualification,2023-11-04,2024-01-26,37860
D491,A1074,P201,Agent_4,Qualification,2023-10-28,2023-07-06,72951
D492,A1014,P206,Agent_18,Qualification,2023-07-09,2023-08-04,9254
D493,A1023,P201,Agent_4,Prospecting,2023-09-08,2023-05-26,29510
D494,A1037,P200,Agent_11,Negotiation,2023-06-26,2023-10-22,74937
D495,A1034,P206,Agent_18,Closed Lost,2023-10-01,2023-10-24,37122
D496,A1048,P204,Agent_11,Negotiation,2023-05-19,2023-10-18,64317
D497,A1068,P205,Agent_11,Negotiation,2023-08-26,2023-06-30,34653
D498,A1061,P205,Agent_17,Proposal,2023-02-06,2023-04-16,48336
D499,A1059,P200,Agent_33,Qualification,2023-09-20,2023-07-04,68328
D500,A1049,P203,Agent_32,Closed Lost,2023-06-13,2023-04-01,25822
D501,A1077,P202,Agent_17,Closed Lost,2023-07-25,2023-05-03,51944
D502,A1074,P202,Agent_28,Proposal,2023-03-03,2024-02-09,41002
D503,A1008,P204,Agent_4,Qualification,2023-01-11,2023-12-02,22517
D504,A1033,P200,Agent_24,Closed Won,2023-12-31,2024-02-10,15589
D505,A1075,P200,Agent_23,Prospecting,2023-03-18,2023-06-23,65117
D506,A1034,P203,Agent_28,Closed Won,2023-04-20,2023-05-13,64264
D507,A1000,P206,Agent_32,Closed Won,2023-06-16,2023-02-10,39830
D508,A1039,P202,Agent_9,Prospecting,2023-06-15,2023-07-30,64544
D509,A1063,P206,Agent_32,Closed Lost,2023-04-25,2023-03-31,9627
D510,A1021,P200,Agent_22,Closed Lost,2023-05-02,2023-03-28,71004
D511,A1059,P206,Agent_10,Closed Lost,2023-10-04,2023-07-09,71880
D512,A1063,P205,Agent_23,Proposal,2023-11-28,2023-02-12,30454
D513,A1071,P204,Agent_23,Qualification,2023-07-16,2023-10-12,66806
D514,A1010,P202,Agent_6,Proposal,2023-03-06,2023-11-13,37229
D515,A1013,P203,Agent_20,Proposal,2023-09-04,2023-09-07,26341
D516,A1059,P204,Agent_19,Qualification,2023-06-10,2023-07-31,20375
D517,A1029,P201,Agent_9,Proposal,2023-07-12,2024-02-13,57497
D518,A1034,P205,Agent_24,Negotiation,2023-06-27,2023-04-23,54740
D519,A1084,P203,Agent_14,Prospecting,2023-11-06,2023-05-10,70627
D520,A1036,P204,Agent_5,Qualification,2023-11-07,2023-10-08,67515
D521,A1004,P200,Agent_1,Prospecting,2023-03-04,2023-03-12,6884
D522,A1082,P201,Agent_11,Negotiation,2023-09-24,2023-07-02,45720
D523,A1077,P203,Agent_3,Negotiation,2023-02-19,2023-11-17,14595
D524,A1025,P200,Agent_22,Prospecting,2023-01-14,2023-08-21,39749
D525,A1061,P205,Agent_12,Closed Lost,2023-11-07,2023-05-28,18918
D526,A1003,P201,Agent_16,Prospecting,2023-08-07,2023-11-12,34984
D527,A1041,P202,Agent_30,Proposal,2023-10-06,2024-01-14,20813
D528,A1017,P200,Agent_15,Closed Won,2023-11-24,2023-10-15,9466
D529,A1039,P204,Agent_25,Closed Won,2023-01-06,2023-06-25,39999
D530,A1071,P206,Agent_27,Prospecting,2023-02-03,2023-03-25,63115
D531,A1038,P203,Agent_0,Closed Lost,2023-10-10,2023-04-19,46164
D532,A1013,P201,Agent_11,Closed Lost,2023-12-31,2023-05-07,24699
D533,A1031,P200,Agent_19,Proposal,2023-03-14,2023-12-16,16481
D534,A1050,P202,Agent_1,Proposal,2023-06-13,2023-11-30,36334
D535,A1037,P206,Agent_14,Prospecting,2023-09-06,2023-07-24,64252
D536,A1022,P203,Agent_21,Proposal,2023-02-28,2023-06-11,13333
D537,A1062,P203,Agent_31,Proposal,2023-11-22,2023-06-26,70625
D538,A1014,P200,Agent_19,Closed Won,2023-12-12,2024-02-23,25790
D539,A1024,P202,Agent_32,Proposal,2023-11-05,2023-02-27,10490
D540,A1016,P205,Agent_14,Negotiation,2023-03-31,2024-02-08,53055
D541,A1065,P206,Agent_2,Prospecting,2023-01-26,2023-10-02,22593
D542,A1077,P205,Agent_28,Prospecting,2023-10-15,2023-11-01,42746
D543,A1052,P201,Agent_26,Prospecting,2023-01-18,2023-12-03,40992
D544,A1050,P200,Agent_4,Prospecting,2023-10-03,2023-07-31,42624
D545,A1038,P206,Agent_30,Proposal,2023-07-28,2023-07-31,27623
D546,A1050,P201,Agent_21,Closed Won,2023-02-24,2023-07-28,5148
D547,A1069,P205,Agent_34,Negotiation,2023-12-29,2023-05-13,20263
D548,A1005,P206,Agent_6,Proposal,2023-10-19,2023-02-02,29449
D549,A1066,P203,Agent_5,Negotiation,2023-09-28,2023-03-31,55577
D550,A1006,P201,Agent_25,Qualification,2023-06-25,2023-07-05,47314
D551,A1050,P202,Agent_0,Qualification,2023-11-12,2024-02-07,18538
D552,A1071,P204,Agent_18,Qualification,2023-09-05,2023-10-19,56787
D553,A1041,P205,Agent_6,Negotiation,2023-04-20,2023-10-26,72899
D554,A1063,P205,Agent_11,Prospecting,2023-03-09,2023-12-26,70246
D555,A1014,P202,Agent_19,Prospecting,2023-06-13,2023-05-10,32508
D556,A1028,P206,Agent_22,Proposal,2023-11-04,2023-08-14,73643
D557,A1032,P206,Agent_24,Closed Lost,2023-11-02,2023-04-19,10628
D558,A1026,P206,Agent_29,Negotiation,2023-11-14,2023-04-22,71987
D559,A1035,P201,Agent_28,Closed Won,2023-07-31,2023-03-27,46409
D560,A1028,P200,Agent_30,Negotiation,2023-10-27,2023-04-02,20180
D561,A1037,P203,Agent_17,Proposal,2023-05-26,2023-03-27,17377
D562,A1056,P204,Agent_18,Negotiation,2023-12-28,2023-04-21,48548
D563,A1026,P200,Agent_3,Closed Won,2023-05-07,2023-04-30,60003
D564,A1054,P200,Agent_0,Qualification,2023-09-01,2024-01-18,57100
D565,A1032,P202,Agent_14,Qualification,2023-01-04,2023-08-23,25319
D566,A1067,P201,Agent_7,Qualification,2023-05-23,2023-06-03,35685
D567,A1065,P205,Agent_14,Proposal,2023-08-22,2023-03-28,28214
D568,A1009,P205,Agent_14,Closed Won,2023-12-12,2023-10-13,57861
D569,A1004,P202,Agent_21,Qualification,2023-10-20,2023-10-05,54655
D570,A1073,P201,Agent_17,Qualification,2023-01-25,2024-01-18,62103
D571,A1037,P202,Agent_15,Closed Won,2023-07-11,2023-08-12,14657
D572,A1012,P205,Agent_1,Proposal,2023-04-23,2023-11-19,9520
D573,A1030,P200,Agent_19,Proposal,2023-07-21,2023-09-07,41484
D574,A1046,P203,Agent_15,Closed Won,2023-08-01,2023-05-22,34577
D575,A1051,P206,Agent_2,Proposal,2023-04-27,2023-03-30,52599
D576,A1055,P201,Agent_29,Negotiation,2023-11-06,2024-02-16,35558
D577,A1014,P204,Agent_1,Prospecting,2023-04-19,2023-07-13,6210
D578,A1028,P204,Agent_34,Prospecting,2023-05-09,2024-02-12,68807
D579,A1007,P200,Agent_25,Proposal,2023-03-26,2023-04-12,57972
D580,A1004,P202,Agent_4,Proposal,2023-01-18,2023-12-22,48304
D581,A1028,P202,Agent_1,Closed Lost,2023-01-05,2023-01-31,7843
D582,A1046,P205,Agent_19,Closed Lost,2023-04-12,2023-06-22,24834
D583,A1067,P200,Agent_33,Closed Won,2023-04-27,2023-08-07,57670
D584,A1075,P205,Agent_33,Qualification,2023-08-13,2023-08-20,57278
D585,A1044,P205,Agent_19,Closed Lost,2023-04-14,2023-03-27,45428
D586,A1001,P204,Agent_24,Negotiation,2023-01-23,2023-11-17,70553
D587,A1026,P205,Agent_19,Qualification,2023-01-26,2023-07-20,50386
D588,A1035,P206,Agent_24,Negotiation,2023-03-02,2023-02-15,39055
D589,A1035,P205,Agent_13,Prospecting,2023-10-16,2023-03-23,21651
D590,A1025,P204,Agent_11,Prospecting,2023-02-19,2023-10-02,38202
D591,A1042,P206,Agent_4,Closed Won,2023-12-27,2023-07-20,56187
D592,A1026,P202,Agent_1,Negotiation,2023-06-20,2023-05-24,40265
D593,A1068,P201,Agent_15,Qualification,2023-03-24,2023-09-28,44208
D594,A1019,P203,Agent_29,Proposal,2023-09-15,2023-04-13,43805
D595,A1010,P205,Agent_23,Closed Lost,2023-06-01,2023-04-21,45574
D596,A1073,P206,Agent_29,Negotiation,2023-03-30,2024-02-14,57360
D597,A1037,P201,Agent_10,Qualification,2023-11-04,2023-10-03,49938
D598,A1005,P204,Agent_13,Prospecting,2023-05-25,2023-04-28,53524
D599,A1071,P201,Agent_22,Qualification,2023-10-25,2023-08-28,52515
D600,A1022,P203,Agent_15,Closed Lost,2023-04-01,2023-09-26,9886
D601,A1046,P201,Agent_20,Proposal,2023-04-12,2023-12-14,8771
D602,A1045,P206,Agent_3,Proposal,2023-01-02,2023-08-08,64070
D603,A1011,P201,Agent_32,Proposal,2023-03-24,2023-09-24,43672
D604,A1012,P201,Agent_13,Closed Won,2023-04-27,2023-11-25,51686
D605,A1061,P201,Agent_18,Negotiation,2023-01-19,2023-06-09,52193
D606,A1081,P200,Agent_4,Negotiation,2023-02-06,2023-10-28,49765
D607,A1059,P205,Agent_30,Qualification,2023-04-11,2023-02-08,51346
D608,A1042,P204,Agent_17,Prospecting,2023-05-09,2023-08-20,29487
D609,A1075,P203,Agent_30,Closed Lost,2023-05-10,2023-10-14,8924
D610,A1067,P204,Agent_29,Closed Lost,2023-11-10,2024-01-17,53469
D611,A1004,P200,Agent_20,Closed Lost,2023-12-02,2023-09-18,50938
D612,A1036,P200,Agent_29,Closed Lost,2023-11-10,2023-09-18,26265
D613,A1071,P206,Agent_3,Closed Won,2023-08-29,2023-10-14,21918
D614,A1030,P200,Agent_4,Negotiation,2023-06-27,2023-08-11,45345
D615,A1008,P205,Agent_9,Closed Won,2023-12-13,2023-11-21,13476
D616,A1050,P200,Agent_26,Negotiation,2023-11-22,2023-07-17,45755
D617,A1028,P201,Agent_15,Prospecting,2023-06-30,2023-03-10,15861
D618,A1077,P204,Agent_29,Qualification,2023-09-21,2024-01-12,66130
D619,A1039,P202,Agent_12,Closed Lost,2023-07-29,2023-04-02,74677
D620,A1040,P203,Agent_20,Qualification,2023-09-22,2023-09-08,45704
D621,A1010,P200,Agent_14,Closed Won,2023-11-20,2023-07-03,67910
D622,A1022,P204,Agent_19,Prospecting,2023-11-07,2023-08-27,34839
D623,A1000,P206,Agent_19,Qualification,2023-06-09,2023-08-12,62405
D624,A1045,P200,Agent_4,Qualification,2024-01-01,2023-06-25,59353
D625,A1020,P205,Agent_31,Prospecting,2023-10-22,2023-12-25,23767
D626,A1035,P200,Agent_5,Prospecting,2023-07-25,2024-01-19,62554
D627,A1053,P200,Agent_29,Qualification,2023-08-15,2023-06-17,13568
D628,A1056,P200,Agent_25,Closed Won,2023-07-14,2023-03-18,47145
D629,A1000,P206,Agent_12,Prospecting,2023-02-06,2023-10-31,32855
D630,A1062,P200,Agent_28,Qualification,2023-05-27,2023-12-06,57650
D631,A1053,P203,Agent_4,Prospecting,2023-06-09,2023-05-07,19379
D632,A1054,P204,Agent_24,Negotiation,2023-04-12,2024-02-19,73383
D633,A1039,P205,Agent_12,Negotiation,2023-03-01,2023-09-05,28830
D634,A1014,P200,Agent_23,Negotiation,2023-08-29,2023-06-25,29467
D635,A1020,P200,Agent_30,Qualification,2023-07-31,2023-04-03,63130
D636,A1046,P200,Agent_19,Qualification,2023-08-23,2023-05-07,38500
D637,A1072,P200,Agent_7,Negotiation,2023-07-02,2024-02-15,59215
D638,A1052,P201,Agent_8,Closed Won,2023-07-09,2023-12-26,66212
D639,A1008,P201,Agent_20,Prospecting,2023-08-24,2024-01-01,28620
D640,A1073,P202,Agent_19,Proposal,2023-09-09,2023-12-25,50577
D641,A1051,P200,Agent_14,Qualification,2023-02-14,2023-02-23,64999
D642,A1056,P202,Agent_25,Prospecting,2023-02-09,2023-05-31,29195
D643,A1025,P203,Agent_10,Negotiation,2023-07-21,2023-09-23,49254
D644,A1040,P202,Agent_10,Proposal,2023-06-12,2023-12-02,69383
D645,A1034,P204,Agent_26,Qualification,2023-06-06,2023-07-29,33222
D646,A1062,P201,Agent_29,Qualification,2023-03-21,2023-04-06,9619
D647,A1024,P201,Agent_18,Closed Lost,2023-12-10,2023-05-05,37287
D648,A1074,P200,Agent_33,Closed Won,2023-01-07,2023-12-20,63928
D649,A1037,P200,Agent_22,Closed Won,2023-02-28,2023-05-05,57158
D650,A1001,P203,Agent_0,Proposal,2023-01-20,2023-04-01,25428
D651,A1006,P205,Agent_2,Negotiation,2023-04-02,2023-12-07,71746
D652,A1081,P203,Agent_2,Qualification,2023-04-06,2023-02-17,16606
D653,A1033,P204,Agent_27,Prospecting,2023-04-19,2023-04-05,56138
D654,A1016,P200,Agent_13,Proposal,2023-06-19,2023-07-17,23132
D655,A1042,P200,Agent_29,Proposal,2024-01-01,2024-01-21,54909
D656,A1058,P203,Agent_4,Qualification,2023-11-06,2023-02-11,71454
D657,A1050,P203,Agent_14,Closed Won,2023-05-04,2024-01-05,30695
D658,A1053,P203,Agent_13,Prospecting,2023-07-27,2023-10-18,13897
D659,A1023,P201,Agent_13,Qualification,2023-09-29,2023-04-18,26313
D660,A1024,P202,Agent_7,Prospecting,2023-09-09,2023-10-15,73397
D661,A1070,P202,Agent_7,Proposal,2023-01-13,2023-04-06,58646
D662,A1051,P200,Agent_18,Prospecting,2023-08-03,2023-10-18,39575
D663,A1069,P201,Agent_31,Qualification,2023-09-01,2023-03-01,73185
D664,A1032,P203,Agent_30,Proposal,2023-04-18,2023-06-03,9423
D665,A1048,P200,Agent_28,Proposal,2023-03-07,2023-12-11,47580
D666,A1028,P201,Agent_10,Proposal,2023-11-21,2024-02-17,69806
D667,A1062,P204,Agent_12,Qualification,2023-08-13,2023-12-17,40210
D668,A1021,P205,Agent_26,Proposal,2023-07-04,2023-06-03,7595
D669,A1025,P201,Agent_18,Proposal,2023-10-17,2023-10-30,50974
D670,A1027,P206,Agent_25,Qualification,2023-04-11,2023-06-10,50132
D671,A1084,P200,Agent_8,Closed Won,2023-07-15,2023-05-14,74611
D672,A1048,P202,Agent_27,Proposal,2023-04-15,2024-02-17,39539
D673,A1070,P206,Agent_31,Qualification,2023-11-08,2023-04-24,59827
D674,A1080,P203,Agent_2,Closed Lost,2023-08-13,2024-02-23,55169
D675,A1083,P205,Agent_31,Closed Won,2023-01-21,2024-01-12,66568
D676,A1048,P204,Agent_4,Closed Lost,2023-01-30,2023-09-12,30094
D677,A1019,P205,Agent_7,Negotiation,2023-09-28,2024-01-18,47095
D678,A1062,P205,Agent_13,Qualification,2023-08-10,2024-02-20,14007
D679,A1060,P201,Agent_2,Qualification,2023-11-10,2023-05-02,55125
D680,A1048,P200,Agent_23,Negotiation,2023-11-13,2023-03-23,47922
D681,A1070,P200,Agent_12,Closed Lost,2023-07-30,2023-02-07,65210
D682,A1000,P205,Agent_28,Negotiation,2023-04-11,2023-12-04,64754
D683,A1012,P203,Agent_7,Closed Won,2023-04-23,2023-05-03,18377
D684,A1050,P200,Agent_30,Qualification,2023-03-15,2023-10-11,6800
D685,A1055,P205,Agent_25,Proposal,2023-03-21,2023-10-17,22192
D686,A1082,P200,Agent_17,Closed Lost,2023-07-07,2024-01-14,59590
D687,A1061,P203,Agent_17,Closed Won,2023-09-27,2024-02-25,42901
D688,A1031,P204,Agent_6,Closed Lost,2023-04-29,2023-09-01,5969
D689,A1029,P206,Agent_15,Closed Won,2023-05-14,2023-02-14,41847
D690,A1028,P205,Agent_32,Proposal,2023-04-11,2023-09-02,56031
D691,A1048,P202,Agent_2,Proposal,2023-06-23,2023-05-17,41087
D692,A1044,P202,Agent_3,Closed Lost,2023-03-23,2024-01-27,42473
D693,A1029,P205,Agent_3,Proposal,2023-01-21,2024-02-07,44379
D694,A1015,P201,Agent_8,Qualification,2023-07-08,2023-07-18,35655
D695,A1039,P204,Agent_16,Proposal,2023-08-23,2023-09-21,20259
D696,A1018,P201,Agent_16,Proposal,2023-08-10,2023-11-09,70923
D697,A1017,P206,Agent_32,Prospecting,2023-05-04,2023-09-30,50814
D698,A1000,P202,Agent_19,Negotiation,2023-10-28,2023-04-21,73025
D699,A1077,P203,Agent_13,Prospecting,2023-12-22,2023-07-30,57996
D700,A1046,P205,Agent_21,Proposal,2023-11-01,2023-06-30,73426
